placa,ano,cor,modelo,marca,valor
QVC8508,2022,AZUL,luxo,gm,149665.64
NLB7336,1996,VERMELHO,luxo,gwm,172055.24
BXV0456,2001,VERMELHO,luxo,gwm,246830.34
AHI6121,2006,AMARELO,off road,cherry,165116.12
AZA5568,1998,VERDE,off road,vw,157442.51
DWY2033,2007,LARANJA,off road,vw,159080.30
YOU0528,2000,AZUL,off road,gm,157784.87
UDO3333,2014,AMARELO,luxo,cherry,205783.19
VLQ6409,2014,VERDE,off road,gm,204139.67
EMG5656,2003,PRETO,standart,ford,87280.92
RND4609,2020,LARANJA,off road,gm,155269.74
BVT7964,2008,PRETO,standart,ford,140363.27
STB0472,2002,BRANCO,off road,ford,159253.58
UHG1298,2022,AMARELO,off road,vw,166599.27
RKF6309,2021,AMARELO,standart,cherry,110978.71
QHC5411,2006,PRETO,luxo,vw,225345.62
RXL1599,1995,PRETO,luxo,gwm,245440.43
DRF4518,2007,LARANJA,luxo,fiat,251318.26
JBD8761,2021,AZUL,off road,gwm,207373.66
HTQ2208,2025,PRETO,off road,gwm,148561.71
ESF2678,1991,BRANCO,off road,gwm,132102.64
KQR8634,1996,BRANCO,standart,ford,77308.03
KAA9819,1995,AMARELO,off road,gwm,188908.68
WPS6476,1995,PRETO,standart,vw,137385.93
ZWI9570,1995,AMARELO,off road,vw,122124.65
YQD3801,2012,LARANJA,standart,ford,91773.58
FBE2395,2015,BRANCO,luxo,vw,201899.69
YMW6259,2014,PRETO,standart,gwm,123115.98
VWD4862,2012,VERMELHO,luxo,ford,168913.54
MFX2190,1995,VERMELHO,luxo,ford,170894.20
SRI4732,2004,AZUL,luxo,vw,123385.62
TXW5185,1991,LARANJA,off road,cherry,131138.53
TRR1924,2005,AMARELO,standart,gm,102627.40
KHO5271,1996,VERMELHO,standart,vw,114965.03
IUV7442,2000,AMARELO,off road,gm,116910.98
MLW6277,1992,VERDE,off road,vw,187547.21
JXI6754,2023,BRANCO,luxo,ford,219065.30
EAM6053,1998,PRETO,luxo,gwm,133014.64
VPT6147,2015,AZUL,luxo,vw,136966.48
AID4319,1990,VERDE,off road,gm,146368.35
UUZ0360,2013,AZUL,luxo,vw,169295.82
JDJ3064,1999,AZUL,luxo,cherry,243917.86
UFQ6711,1999,AMARELO,standart,gwm,142841.99
NNP5027,2011,AMARELO,standart,ford,143224.31
WSV5941,2019,VERDE,off road,vw,175886.27
DIA2420,2006,AMARELO,standart,gm,75752.40
KAF2954,2020,VERMELHO,luxo,gm,189704.53
AEJ6981,2011,BRANCO,off road,vw,108971.25
BUX5759,2002,VERDE,off road,gm,146639.00
JGC4849,2014,AZUL,luxo,vw,229026.10
DAJ5047,2017,AZUL,standart,gwm,134620.38
WAZ3612,1995,BRANCO,standart,ford,113941.96
YCQ9913,2022,VERMELHO,standart,ford,111220.16
NCI1668,2019,BRANCO,luxo,gwm,202139.54
NFF1420,1993,AMARELO,luxo,ford,235323.06
LBF2658,2013,AMARELO,luxo,gm,129718.22
JOP1196,1994,PRETO,luxo,cherry,204510.32
AXU1417,1992,AZUL,off road,ford,194909.49
FLU2506,1999,AMARELO,off road,vw,186815.87
ZGQ8879,2009,LARANJA,standart,fiat,81139.78
RPZ9857,2019,VERMELHO,off road,ford,113157.12
STZ7130,2003,VERDE,standart,vw,138579.22
CBS3124,1990,AMARELO,off road,gwm,209957.60
NKN9043,1995,VERDE,off road,gm,162935.92
SVL9795,2025,AZUL,standart,gwm,123418.85
OKN7782,1990,AMARELO,standart,gm,145962.48
FRE9116,2021,LARANJA,off road,vw,108014.14
ZOS7595,1997,AMARELO,luxo,gwm,153289.81
ISC5407,2024,VERMELHO,standart,gm,87281.83
AXF6253,1997,AZUL,luxo,gm,250810.83
IMP8331,1992,VERDE,standart,gm,134562.41
DPE9303,2013,AMARELO,standart,vw,113095.81
COA7125,2020,LARANJA,luxo,fiat,216481.67
XWZ3040,2002,AZUL,standart,fiat,73997.25
PMG3143,1992,VERDE,luxo,gwm,247903.38
YQM3852,1993,AZUL,standart,gm,147700.08
VDX9974,2005,LARANJA,luxo,gwm,143498.59
ZSC0291,1995,VERDE,luxo,gm,174266.59
DUI3420,2010,VERMELHO,luxo,gm,214039.86
HIF2494,2021,VERDE,standart,gwm,129050.90
NNO2661,2023,PRETO,luxo,gwm,143794.04
IUQ2828,2019,VERDE,standart,ford,133196.63
JPF8838,2008,BRANCO,off road,ford,137835.93
WNO1555,1996,AZUL,off road,gwm,102406.17
FTH3912,2002,VERMELHO,standart,cherry,80114.27
ELL4946,2016,LARANJA,standart,gwm,124324.77
FAY0803,2014,VERMELHO,off road,cherry,121666.82
YRL4293,2022,LARANJA,off road,ford,203395.91
UUN1942,2002,AZUL,luxo,cherry,123225.24
HJM8737,2009,VERMELHO,luxo,vw,198797.06
QON8371,2010,AMARELO,off road,vw,157856.57
TAI8366,1991,PRETO,off road,gwm,165744.94
LRZ0872,2023,BRANCO,luxo,cherry,220103.80
QJK2562,2001,BRANCO,off road,gwm,124397.87
ABP9752,2004,AMARELO,luxo,gwm,249446.59
ETU9915,2006,AZUL,luxo,gwm,190013.83
ATU9289,2006,AZUL,luxo,cherry,172450.93
KGX3429,2002,PRETO,standart,cherry,129551.07
RBJ8312,1990,VERDE,luxo,fiat,158666.87
CND6810,2014,AZUL,off road,gwm,172965.40
GIQ3464,1994,VERMELHO,off road,fiat,165466.01
AUX4553,2003,PRETO,standart,gm,101647.47
UFG8680,2008,BRANCO,off road,vw,177015.45
MJB4110,1992,BRANCO,luxo,gwm,162270.43
SFV7266,2008,BRANCO,luxo,gm,180433.11
VGX0896,2018,PRETO,standart,fiat,71305.99
CTV6512,2000,BRANCO,standart,vw,113556.45
SAF7112,2011,PRETO,standart,cherry,116660.50
UKP0810,2023,PRETO,standart,ford,106682.88
FGV1789,1998,VERDE,luxo,gm,185308.18
DMD7068,1991,VERMELHO,luxo,gwm,184290.07
DHZ2493,2014,VERMELHO,off road,ford,172912.48
OQA4675,2020,LARANJA,luxo,fiat,238126.48
YKE8103,2005,VERMELHO,luxo,cherry,176470.73
RDR9542,2014,PRETO,standart,gwm,116426.13
PFL3588,2009,VERMELHO,off road,ford,119101.06
UZT8898,2014,LARANJA,off road,cherry,147189.47
BZR9109,2010,PRETO,luxo,vw,201216.47
RVC3071,1993,VERDE,luxo,vw,246451.77
PXL4582,1999,PRETO,luxo,gwm,237643.67
KHC2734,1994,AMARELO,off road,ford,131217.60
SBT2929,2012,AMARELO,standart,gm,98548.67
XQT4724,1991,LARANJA,luxo,vw,237625.82
TCV9262,2025,PRETO,off road,fiat,148850.04
WDO8817,2012,BRANCO,off road,gm,125756.02
ZMD6199,2005,LARANJA,luxo,gm,205278.91
EBH8714,2019,PRETO,luxo,gm,172608.96
GIC9465,2017,AZUL,standart,fiat,112148.64
ORX0486,2004,PRETO,standart,gm,116620.36
SVK3508,2003,LARANJA,standart,gm,91492.25
LYY9813,2008,LARANJA,standart,ford,111122.32
OQM1652,2003,VERMELHO,standart,fiat,126372.49
GFF0347,1997,VERDE,standart,cherry,131041.33
BMQ9881,1990,LARANJA,standart,ford,108174.69
JYL6874,2022,LARANJA,off road,vw,125220.08
YCK9554,1995,PRETO,standart,gm,108505.90
NPD9950,2012,PRETO,luxo,fiat,244219.38
BAI0552,1999,VERDE,standart,vw,106440.16
TZP3347,2019,PRETO,standart,ford,117403.70
FKC8661,2008,AZUL,off road,vw,186174.66
IDM3889,1998,AMARELO,off road,cherry,172049.18
MSJ9427,2015,LARANJA,standart,cherry,118693.06
KCX3656,2006,VERMELHO,standart,vw,123987.88
KNL8018,1991,BRANCO,luxo,fiat,169106.05
IZQ9176,1993,AZUL,luxo,gwm,248205.42
JAD2978,2009,PRETO,off road,ford,182065.58
QWZ2312,1998,AZUL,standart,gwm,75057.32
VHL1247,2001,VERDE,luxo,gwm,224435.56
QGA7591,2003,PRETO,standart,gwm,145337.38
BUY2571,2022,VERMELHO,luxo,gm,173498.74
IVI3263,1999,AZUL,luxo,cherry,242783.37
POY1878,1996,AZUL,off road,cherry,203467.51
OSX6742,2023,LARANJA,off road,fiat,149553.72
OHY8489,2020,PRETO,standart,gwm,81263.96
RDY2911,2015,AZUL,off road,cherry,203851.32
TKG6449,2002,AMARELO,off road,fiat,104389.63
BYF7998,2013,PRETO,standart,gm,108734.42
YIZ3655,1990,BRANCO,luxo,fiat,235752.04
LMY8906,2010,AZUL,off road,gm,140075.24
QPY3469,2000,LARANJA,standart,gwm,125186.07
JVS2827,2021,PRETO,luxo,ford,173787.26
NRT4083,2014,VERMELHO,standart,vw,118037.27
GYW4787,2018,AMARELO,luxo,gm,241680.31
UPA7256,1999,VERDE,off road,gwm,199579.45
CLU0889,2008,VERDE,luxo,gm,121086.32
HCN4606,1999,AMARELO,standart,fiat,124744.03
GQK3938,1999,LARANJA,standart,ford,111506.59
FYG3957,1994,LARANJA,off road,fiat,148524.07
PFC1529,1994,AMARELO,standart,vw,87680.91
KUX5240,1995,AMARELO,luxo,cherry,210913.72
LTB7134,1996,VERMELHO,standart,gwm,112109.28
VYS4037,2002,AZUL,standart,vw,140875.16
RGB1083,2021,LARANJA,off road,cherry,110995.36
ZCZ3622,2001,VERMELHO,standart,gm,136330.36
UBK1698,2016,LARANJA,luxo,gm,146481.42
YXS4621,1995,BRANCO,standart,fiat,149991.88
OMR8563,2020,LARANJA,off road,ford,182333.76
WKO4365,2007,AZUL,off road,vw,165821.14
LUO7931,2005,PRETO,off road,cherry,197810.15
SIZ9220,2025,AMARELO,standart,ford,123589.24
ICB3767,2004,AZUL,off road,cherry,114362.60
JUT1398,1996,VERMELHO,luxo,fiat,246958.82
WUL4261,2023,AZUL,luxo,vw,237001.09
PJJ1299,1992,AMARELO,off road,gwm,190796.97
RUB4348,2008,AZUL,standart,ford,86890.28
BKP7049,1994,VERDE,luxo,fiat,120655.72
NTU9379,2009,LARANJA,luxo,vw,144596.06
ONE0149,2023,AMARELO,off road,ford,115140.34
XIK6334,2007,PRETO,standart,gwm,87324.52
BZA7940,2009,BRANCO,standart,gm,99629.57
FQS3238,1999,AMARELO,standart,ford,143189.15
FLX8455,2002,VERDE,standart,fiat,117756.85
TEE2342,1992,VERDE,luxo,vw,253876.09
EOH3395,2003,PRETO,standart,vw,106005.31
MUW0722,2010,VERMELHO,off road,vw,155934.68
SCJ1735,2015,VERMELHO,off road,gwm,201549.76
XQW7939,2024,VERMELHO,luxo,fiat,198949.16
JIE7158,2001,VERDE,off road,ford,170227.37
WVI5598,2015,LARANJA,luxo,fiat,252381.16
OHN9397,2008,AMARELO,off road,cherry,206939.54
TLV6099,2015,AMARELO,off road,gm,133727.08
ZXD6288,2012,VERMELHO,luxo,gm,165861.90
UUW2402,2000,AZUL,luxo,fiat,138535.45
RAO3750,2002,LARANJA,luxo,ford,182263.43
ETL1913,2001,BRANCO,off road,ford,111789.31
FOC3044,2009,PRETO,luxo,vw,196436.76
CLP2185,2020,VERMELHO,standart,cherry,75273.16
AFX4462,2003,AZUL,off road,fiat,191404.26
VER6598,2019,VERMELHO,off road,fiat,207446.00
LFK3944,2002,PRETO,off road,gwm,110080.97
PGY6446,2014,BRANCO,off road,vw,186487.31
QFB8131,2017,BRANCO,luxo,ford,209087.43
ZUZ9250,1999,LARANJA,off road,fiat,173627.05
KMJ3860,1999,VERDE,luxo,vw,168733.24
YAS1825,2018,AZUL,standart,gm,125744.92
BLX8207,2000,AZUL,luxo,gm,126992.24
XTY7282,2010,BRANCO,off road,fiat,169127.36
QXE5266,2018,AMARELO,off road,gm,150246.30
BXG4272,1999,VERMELHO,off road,vw,185318.27
BTJ1980,2024,BRANCO,luxo,ford,185829.71
EGC2033,2009,AZUL,off road,cherry,158131.70
ITP0796,1994,BRANCO,luxo,gm,188314.69
ZJR2415,1995,PRETO,standart,gm,115261.49
ACN1143,2016,LARANJA,standart,ford,99756.70
FOQ5337,2023,VERDE,off road,ford,155796.75
TGJ6658,1993,AMARELO,off road,gwm,130006.26
UIL3091,2005,BRANCO,luxo,cherry,132043.67
YIE4415,2011,AZUL,luxo,cherry,249462.97
ITR1160,2016,BRANCO,standart,fiat,96570.32
WJD1107,2018,AZUL,luxo,gm,143034.82
PVG4672,1997,AZUL,off road,gm,136119.52
IBU7940,2014,VERMELHO,off road,ford,207060.71
MZS8605,2006,PRETO,off road,gwm,144874.56
NNG0113,2022,VERMELHO,off road,gwm,145750.03
DYH1344,2018,VERDE,off road,gm,173806.89
VUE3850,1999,AMARELO,standart,fiat,122862.09
WHO2841,2006,VERDE,standart,fiat,148295.97
YID6015,1998,BRANCO,luxo,gwm,180958.23
MUL5117,2015,LARANJA,luxo,gm,198336.40
EFA6613,1999,VERMELHO,standart,ford,143743.74
BVV5777,2022,PRETO,standart,fiat,97192.32
DJN5716,2007,LARANJA,off road,fiat,144789.63
PAB3347,2022,AZUL,standart,ford,110696.41
MMN0125,2016,PRETO,luxo,gwm,192770.28
TGT5592,2005,PRETO,off road,gm,165179.67
TWS8615,2004,VERMELHO,off road,fiat,180944.20
PMB1617,2012,PRETO,luxo,fiat,251579.44
QIW0825,2012,LARANJA,luxo,ford,185587.99
BWN0007,2025,VERDE,off road,vw,121336.11
CVP3618,1999,VERDE,off road,fiat,208275.58
GPC1750,1998,BRANCO,luxo,gwm,164772.65
GFQ2725,2024,LARANJA,standart,cherry,127877.26
PRG8343,2004,LARANJA,standart,gwm,111152.35
SVQ7665,2020,AZUL,standart,gwm,147020.04
DEQ6918,1997,PRETO,luxo,ford,156767.95
AYZ6909,2013,VERMELHO,standart,ford,147933.46
SNU5682,2007,VERMELHO,luxo,gm,183768.66
XUQ8946,2000,AMARELO,off road,fiat,177513.84
LKB5348,2014,AZUL,standart,fiat,74618.44
TAC4993,1994,AZUL,off road,vw,150714.76
PAU6871,1998,BRANCO,standart,gm,124771.42
JJF8788,1995,AMARELO,off road,vw,161802.57
MBU8007,1998,BRANCO,off road,ford,180656.25
UYG6881,1991,AMARELO,luxo,gm,210801.75
GPL7221,2001,VERDE,standart,ford,116322.80
HDZ2601,2006,LARANJA,off road,fiat,139621.77
PAF9719,1999,AMARELO,standart,vw,79158.38
IGS7264,1995,PRETO,luxo,ford,210805.60
NZP0317,2007,AMARELO,luxo,ford,152971.80
FLW6326,2013,VERDE,off road,gwm,144397.36
QHT9646,1993,AZUL,standart,cherry,138935.85
TJQ1923,2014,PRETO,off road,fiat,100002.75
XNG0898,2002,LARANJA,standart,vw,111100.03
UCP9744,2005,AMARELO,luxo,cherry,219130.34
KWP6777,2025,AZUL,luxo,gwm,180543.55
WQN1584,1991,AZUL,off road,gm,145926.88
ZOF7481,1993,AZUL,off road,fiat,100815.94
AMJ0958,2019,BRANCO,off road,cherry,205842.15
MKI5254,1992,AZUL,standart,cherry,130720.37
PMZ5537,2015,PRETO,off road,ford,103065.44
YQR5675,2012,AMARELO,luxo,fiat,124530.05
SXK5307,2006,PRETO,luxo,vw,234089.96
LLZ6758,2009,VERMELHO,standart,ford,138931.21
EBQ8320,2004,LARANJA,off road,gm,158943.13
XAF0160,1992,AMARELO,luxo,ford,131922.68
FDT6258,2008,LARANJA,standart,gwm,108604.48
OHX0714,1994,VERMELHO,luxo,gm,186707.35
NXQ9162,2014,LARANJA,luxo,gwm,220515.80
RTN3027,1996,PRETO,luxo,cherry,154675.15
LCS9921,2022,LARANJA,luxo,vw,130558.30
IUV7831,1999,PRETO,off road,cherry,183658.80
ZEH1838,2009,PRETO,standart,ford,80395.77
UWO4210,2019,PRETO,luxo,vw,238512.11
NNZ3017,1995,AMARELO,standart,gwm,79427.49
QLH7987,1998,LARANJA,luxo,gm,140465.45
GXX1388,1992,BRANCO,luxo,fiat,248251.91
KRB6525,1992,PRETO,off road,cherry,163374.62
RXH1450,2024,AMARELO,luxo,vw,194513.32
SBF0839,2003,LARANJA,off road,vw,184504.52
ONV4424,2023,PRETO,luxo,gm,192894.98
KQL4595,2009,VERDE,off road,gwm,131440.14
JHU1865,2022,BRANCO,luxo,vw,121336.52
KWP6892,2025,PRETO,luxo,vw,190551.99
MTU4198,2013,AZUL,standart,fiat,130231.47
AFR8266,2019,AMARELO,luxo,ford,160817.32
BOL4235,1990,VERMELHO,luxo,gm,194630.51
USA5664,2019,BRANCO,off road,vw,161551.91
EGX7838,2022,AMARELO,off road,gwm,136574.89
EFY7062,2013,VERMELHO,standart,vw,144248.04
INZ0121,1991,AMARELO,luxo,fiat,243996.16
CAS5377,2015,AZUL,off road,fiat,168177.59
TRX2151,2022,AMARELO,luxo,cherry,214462.36
TPB0158,2020,BRANCO,luxo,gwm,169076.55
ZPQ8636,2007,VERMELHO,off road,vw,119668.34
IFW3518,2022,BRANCO,standart,gm,145135.71
AGB7693,2015,PRETO,off road,gwm,107343.67
WDT2492,2008,LARANJA,off road,vw,126086.09
BPS4287,1994,VERDE,off road,cherry,194128.77
AUE8714,1994,BRANCO,off road,gm,156661.23
WWS5165,2011,AZUL,luxo,gm,147965.10
VEG4619,2005,VERDE,standart,ford,146755.28
UQA4081,2025,PRETO,off road,gwm,143841.56
AOY3226,2001,BRANCO,luxo,fiat,123123.93
TEU8372,1991,PRETO,luxo,cherry,122295.29
UTB7608,2002,PRETO,off road,gm,143543.44
INL7138,1999,PRETO,off road,gwm,199014.68
GRQ5892,1992,PRETO,luxo,fiat,131624.86
BXA5221,2009,AMARELO,off road,gwm,202992.22
JVB8867,1996,PRETO,standart,vw,74608.41
XVB8723,1999,AZUL,standart,cherry,147187.19
TVN2224,2025,LARANJA,standart,fiat,79193.89
APT1970,2014,VERDE,off road,ford,114884.74
KON3661,2020,AMARELO,luxo,ford,126722.48
KOE0504,2024,LARANJA,off road,fiat,106506.20
YTO9208,2016,AZUL,luxo,fiat,213819.42
NCT0544,1992,AMARELO,off road,vw,104331.76
DHK4730,1992,PRETO,standart,cherry,77727.96
YBT1111,2019,AZUL,standart,gm,83027.85
XXP9576,2003,VERDE,off road,ford,151038.00
BMZ5942,2020,PRETO,off road,ford,104061.68
TXH3758,2018,BRANCO,standart,gm,89525.21
KVA4648,1997,LARANJA,standart,vw,141367.07
FKH5408,2013,VERMELHO,luxo,vw,250240.92
ZNM9259,2004,LARANJA,luxo,ford,217411.35
ZEU1712,2025,AMARELO,standart,gm,93757.84
PXP5029,2021,PRETO,standart,fiat,97528.01
TMR0479,2013,BRANCO,luxo,gm,143694.33
WFU5980,2018,PRETO,off road,vw,159387.22
FEJ4299,2005,AMARELO,off road,gwm,140471.42
PLB3512,2001,AMARELO,off road,gm,113139.03
JPO3256,2024,LARANJA,off road,gm,109865.17
MFY8997,1999,AZUL,standart,vw,80175.72
UJK1690,2010,VERDE,standart,ford,102289.73
LDH1777,2025,BRANCO,luxo,cherry,179284.11
ZEW3647,2014,AZUL,off road,gwm,196260.79
HRC4149,2001,PRETO,standart,cherry,78845.90
BGY9370,2017,AZUL,off road,cherry,179882.31
LDY4911,2022,VERMELHO,off road,fiat,189984.16
LVE6042,2017,VERDE,standart,vw,106787.83
SDU7901,2009,AMARELO,off road,cherry,198543.35
YCG0313,2009,AZUL,standart,cherry,136871.80
CTS3252,2012,VERDE,off road,vw,113604.98
VPZ4242,1994,BRANCO,off road,gwm,190567.33
OSU4127,2025,BRANCO,standart,vw,109890.67
XWE6170,2003,PRETO,luxo,vw,125820.36
ZJQ2307,1992,AMARELO,standart,gm,108943.88
UAT9408,2005,VERMELHO,luxo,cherry,148714.32
HAM8016,2002,LARANJA,luxo,vw,231932.50
JNC4112,2018,AZUL,luxo,gwm,187549.25
FMR3555,2023,AMARELO,luxo,cherry,171457.66
MXI0434,2005,VERMELHO,standart,vw,137926.40
VVC1079,2010,VERDE,off road,vw,113117.35
MCB6768,2003,AZUL,off road,ford,120826.40
QOX4219,2008,VERDE,standart,cherry,87468.58
LWQ6453,2001,AMARELO,off road,fiat,155325.00
ZUV1326,2006,PRETO,standart,ford,81766.01
IAC0482,2010,BRANCO,off road,vw,187132.57
BXL8646,2021,LARANJA,luxo,vw,167316.55
HIT5226,2012,AZUL,standart,cherry,144033.18
FZZ3246,2009,VERDE,off road,ford,110685.53
XHG8782,2002,VERMELHO,standart,cherry,146227.11
UBK7406,2014,AMARELO,standart,cherry,76730.00
JGB5139,1997,AZUL,luxo,cherry,159847.16
FIN1908,2023,PRETO,off road,ford,184190.96
KQG1344,2017,VERDE,standart,fiat,108990.12
ERP1281,2016,VERMELHO,standart,fiat,76818.20
CNR3333,2014,BRANCO,standart,cherry,113805.29
PXM1168,2007,LARANJA,off road,ford,201050.14
TUY3974,1992,VERDE,standart,cherry,89805.28
BNL8737,1994,AMARELO,off road,vw,196148.65
DHQ1925,2005,VERMELHO,off road,ford,183642.32
KFN6306,2001,AMARELO,off road,vw,134634.95
CBJ7486,2011,BRANCO,off road,vw,163180.34
CTK4077,2023,AMARELO,luxo,fiat,167606.91
WIQ8589,1998,VERMELHO,luxo,fiat,137032.06
WRH2413,2003,LARANJA,luxo,fiat,149086.85
EQM7194,2011,AZUL,standart,vw,123823.66
XGU9947,1990,LARANJA,luxo,gwm,163241.35
XGL6326,2022,VERMELHO,off road,gwm,113008.22
FBH8486,2011,PRETO,off road,fiat,195526.03
EBU9022,2017,VERDE,standart,fiat,96465.42
YHT9759,2000,VERMELHO,luxo,cherry,200416.99
ZWZ4316,2018,VERDE,luxo,gwm,127704.72
AKW9411,2023,BRANCO,standart,gwm,94782.71
SIP3070,2013,AZUL,luxo,gm,244175.77
BCK6851,2017,AMARELO,standart,ford,85617.13
LIZ9695,2016,BRANCO,standart,ford,81584.39
ETJ1278,2012,AMARELO,standart,gwm,111389.71
REA4450,2000,AMARELO,standart,fiat,145177.08
WST3519,2023,LARANJA,off road,gm,191726.89
OPP9358,2017,LARANJA,luxo,gm,143198.56
VIM5057,1991,PRETO,off road,vw,105163.98
TUC3636,2004,AMARELO,off road,gm,144873.05
ESJ1615,2004,BRANCO,luxo,cherry,244330.56
BNJ2875,2008,VERDE,standart,gm,115676.58
SDX4393,2007,BRANCO,luxo,cherry,186381.76
QES5582,1992,AZUL,standart,gwm,127231.52
PYD7170,1992,AMARELO,luxo,gm,254654.99
WQZ3084,2005,PRETO,standart,fiat,130819.30
OWJ1365,2008,AZUL,standart,vw,110963.93
FKY4237,2021,AZUL,standart,fiat,109681.40
WBZ7718,1992,AMARELO,off road,gm,176468.07
RSK2166,1999,AMARELO,standart,gwm,111360.67
COQ7318,1992,VERMELHO,standart,vw,95293.21
NRI1682,1993,BRANCO,standart,vw,122448.24
WUW1022,1991,PRETO,off road,cherry,106510.91
DRK3217,2012,AMARELO,standart,gm,99695.99
SIH1550,2010,PRETO,off road,vw,137455.64
HFK2990,2019,AMARELO,luxo,gwm,215785.05
LVT4622,1993,BRANCO,luxo,gm,144990.21
GPV3160,2008,BRANCO,standart,cherry,103263.93
BYB3474,2005,VERDE,luxo,vw,124655.15
VXW1811,2016,VERMELHO,luxo,gm,219192.55
WYL5004,2019,PRETO,standart,cherry,147701.47
UBH3112,2022,AMARELO,off road,fiat,105161.20
WUA4537,2013,VERDE,standart,vw,72024.38
GTT5383,2016,VERMELHO,standart,fiat,88094.76
ISZ2542,2020,AZUL,luxo,fiat,151373.23
DDQ8894,2005,VERMELHO,luxo,ford,244378.96
VAZ0365,1997,VERMELHO,luxo,gwm,237750.78
HDX2658,2018,LARANJA,off road,gwm,143114.53
ABL2288,1998,AZUL,standart,cherry,71195.19
QMM1579,2016,LARANJA,off road,vw,189079.80
QWF4791,1997,AMARELO,luxo,gwm,144404.08
CLL6684,2019,LARANJA,luxo,cherry,166170.25
SOA6157,1992,PRETO,off road,gwm,129249.17
UPA0961,2002,LARANJA,luxo,cherry,138351.61
KKV5668,2022,LARANJA,standart,fiat,112640.90
MXT5954,1991,AZUL,luxo,gwm,120386.93
PSG1378,2005,LARANJA,off road,ford,152002.13
BAJ0196,1998,VERMELHO,off road,cherry,122731.26
JKD4756,1993,BRANCO,standart,gm,124238.07
XEP5680,1994,VERDE,off road,gwm,167757.89
RGI4064,2011,VERMELHO,luxo,ford,165664.82
AMN1179,2008,AMARELO,standart,gm,141648.68
WSA2183,2007,AMARELO,luxo,cherry,140829.83
CUG2949,2020,AMARELO,off road,fiat,123889.52
YKH2664,2009,VERDE,standart,cherry,119499.00
TKJ4527,2017,PRETO,standart,ford,135126.81
FND3696,2015,AMARELO,off road,gwm,136263.86
UHK7620,2020,AZUL,standart,ford,79670.82
FQN3710,2022,AZUL,standart,gwm,134210.66
NPX8504,2002,VERDE,luxo,vw,247044.12
GFB3540,2010,VERMELHO,standart,gwm,125773.32
DNF1855,2020,PRETO,luxo,gm,210243.15
OOQ8168,2019,BRANCO,luxo,vw,250895.73
HTI6261,1993,AMARELO,off road,vw,154435.86
ZYF2042,1993,AMARELO,luxo,gm,157264.59
GEI7403,2007,VERDE,off road,gwm,183073.14
HAC5006,2004,LARANJA,standart,ford,92999.80
ATE4482,2009,LARANJA,luxo,fiat,169505.83
TBD7978,1994,LARANJA,standart,ford,148567.32
SJV1089,2017,AMARELO,luxo,cherry,146428.67
AGR2330,2010,PRETO,standart,vw,73628.59
GNR2641,2002,AZUL,standart,cherry,71480.72
GFJ8735,2007,AZUL,off road,vw,144087.44
WDF3496,2002,AMARELO,off road,ford,191142.80
NOU0406,1994,VERMELHO,off road,ford,145374.76
TJK5539,2007,LARANJA,off road,gwm,165419.08
GOJ9334,2005,VERDE,standart,vw,72478.81
PQA1709,2023,AMARELO,luxo,ford,223422.37
KCR3410,2008,PRETO,standart,gm,118592.09
EZE2829,2014,AMARELO,off road,gwm,140536.77
TGV0510,1993,PRETO,luxo,gwm,172822.91
NCI2622,2003,PRETO,standart,gm,77421.42
VYT0269,1997,AMARELO,off road,gm,131658.31
SFW4262,2003,BRANCO,luxo,cherry,209198.48
NSE9095,1998,VERDE,standart,vw,87690.67
YPG4264,2011,PRETO,standart,fiat,123256.58
ODT9673,2013,AMARELO,off road,ford,110822.67
XPF2229,1992,VERMELHO,luxo,ford,219375.69
QKU7125,2025,PRETO,off road,cherry,134046.35
ZAL5901,2006,VERMELHO,luxo,gm,125294.74
YHK3914,2020,BRANCO,off road,ford,192286.48
LYT5573,2010,BRANCO,off road,gwm,178845.51
KEN3181,1998,PRETO,standart,vw,98411.87
OUI0098,2001,LARANJA,standart,ford,114214.11
VZO7397,2021,BRANCO,off road,fiat,110118.56
MKY3411,2018,VERMELHO,standart,vw,80564.90
NMP2372,1990,VERMELHO,standart,gwm,126793.61
OHB7243,2003,VERDE,standart,fiat,94168.62
DQN9842,2002,LARANJA,standart,ford,107341.78
EMU5179,2000,LARANJA,luxo,fiat,123315.77
WDW0628,2007,AMARELO,luxo,ford,231347.50
JVX8655,1997,VERMELHO,luxo,fiat,212630.95
XPL2795,2025,VERMELHO,luxo,gm,197484.73
CIQ9312,2011,AZUL,luxo,cherry,253710.44
PPB0216,2004,VERDE,off road,gm,176685.90
WMZ4839,1990,VERDE,luxo,ford,137942.47
ION8060,2013,VERDE,standart,vw,127967.58
VUO6259,1990,VERDE,off road,vw,182356.71
LNJ4669,2015,PRETO,luxo,gwm,167496.37
RQJ0736,2000,PRETO,off road,gwm,116303.15
XWO7811,2001,VERDE,standart,vw,116649.83
COA0952,1996,LARANJA,standart,gm,105321.14
BIQ7857,1998,AZUL,standart,cherry,112699.07
HSR2614,2009,VERDE,luxo,cherry,207509.85
BVR9103,1991,AMARELO,luxo,fiat,227707.80
SUX9126,1993,LARANJA,off road,ford,135149.10
MWV7621,1992,LARANJA,standart,vw,72780.40
KMJ6489,1995,AMARELO,off road,vw,111129.45
BRN0963,2014,LARANJA,luxo,cherry,212262.88
KIO1605,2010,AMARELO,off road,gm,181582.22
CLN0396,2022,LARANJA,luxo,gm,203962.25
